parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,source_id,source_name,source_sector,source_subsector
Gujarat State Financial Services Ltd,E100001010854,legal entity,335800U67EL3MUKPBP74,4296122847,IND,IND,9.75,Gujarat State Financial Services Ltd -> Torrent Power Ltd [9.75%] -> DGEN Mega Combined Cycle power plant [100.0%],,Torrent Power Ltd,E100000001941,,,25453336,DGEN Mega Combined Cycle power plant,power,electricity-generation
Torrent Investments Pvt Ltd,E100001010853,legal entity,335800WP78D2C8DEBC51,5000054269,IND,IND,53.56,Torrent Investments Pvt Ltd -> Torrent Power Ltd [53.56%] -> DGEN Mega Combined Cycle power plant [100.0%],,Torrent Power Ltd,E100000001941,,,25453336,DGEN Mega Combined Cycle power plant,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,7.56,natural person(s)  -> Dhampur Sugar Mills Ltd [7.56%] -> DHAMPUR SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4401974,DHAMPUR SUGAR MILL,power,electricity-generation
Saraswati Properties Ltd,E100001000224,legal entity,not found,5035512673,IND,,8.89,Saraswati Properties Ltd -> Dhampur Sugar Mills Ltd [8.89%] -> DHAMPUR SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4401974,DHAMPUR SUGAR MILL,power,electricity-generation
Dhampur Sugar Mills Ltd,E100001000222,legal entity,3358006VALQL9QOOJB18,4295873311,IND,IND,100.0,Dhampur Sugar Mills Ltd -> DHAMPUR SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4401974,DHAMPUR SUGAR MILL,power,electricity-generation
Goel Investments Ltd,E100001000223,legal entity,not found,5035499976,IND,,27.56,Goel Investments Ltd -> Dhampur Sugar Mills Ltd [27.56%] -> DHAMPUR SUGAR MILL [100.0%],,Dhampur Sugar Mills Ltd,E100001000222,,,4401974,DHAMPUR SUGAR MILL,power,electricity-generation
Rajasthan Rajya Vidyut Utpadan Nigam Ltd,E100000000526,legal entity,335800KQUKNCAP53DT26,5000602382,IND,IND,100.0,Rajasthan Rajya Vidyut Utpadan Nigam Ltd -> Rajasthan State Power Finance and Financial Services Corporation Ltd [100.0%] -> DHOLPUR [100.0%],,Rajasthan State Power Finance and Financial Services Corporation Ltd,E100000003879,,,449787,DHOLPUR,power,electricity-generation
State of Rajasthan ,E100001000557,state,not found,5000009283,,IND,100.0,State of Rajasthan  -> Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%] -> Rajasthan State Power Finance and Financial Services Corporation Ltd [100.0%] -> DHOLPUR [100.0%],2488,Rajasthan State Power Finance and Financial Services Corporation Ltd,E100000003879,,,449787,DHOLPUR,power,electricity-generation
State of Gujarat ,E100000131638,state,,5000004492,,IND,100.0,State of Gujarat  -> Gujarat Urja Vikas Nigam Ltd [100.0%] -> Gujarat State Electricity Corporation Ltd [100.0%] -> DHUVARAN [100.0%],"108552,108551,3886,108550",Gujarat State Electricity Corporation Ltd,E100000001914,,,448180,DHUVARAN,power,electricity-generation
Gujarat Urja Vikas Nigam Ltd,E100000000517,legal entity,33580041DM91UH5WHE21,4298175866,IND,IND,100.0,Gujarat Urja Vikas Nigam Ltd -> Gujarat State Electricity Corporation Ltd [100.0%] -> DHUVARAN [100.0%],,Gujarat State Electricity Corporation Ltd,E100000001914,,,448180,DHUVARAN,power,electricity-generation
Elm Park Fund Ltd,E100001012693,legal entity,213800K3FIAJW2B9KP16,5059070218,MUS,MUS,6.71,Elm Park Fund Ltd -> Jindal Stainless Ltd [6.71%] -> DUBURI STEEL PLANT [100.0%],,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
Jindal Stainless Ltd,E100000120686,legal entity,3358003QFQMSFDO7BP20,4295873341,IND,IND,100.0,Jindal Stainless Ltd -> DUBURI STEEL PLANT [100.0%],,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
JSL Overseas Ltd,E100001012692,legal entity,254900CXPNCO7GQQ8M97,5043419017,MUS,MUS,11.01,JSL Overseas Ltd -> Jindal Stainless Ltd [11.01%] -> DUBURI STEEL PLANT [100.0%],,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
JSL Overseas Holding Ltd,E100001001118,legal entity,not found,not found,MUS,,15.1,JSL Overseas Holding Ltd -> Jindal Stainless Ltd [15.1%] -> DUBURI STEEL PLANT [100.0%],,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Virtuous Tradecorp Pvt Ltd [unknown %] -> Jindal Stainless Ltd [6.61%] -> DUBURI STEEL PLANT [100.0%],78827,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
Jindal Stainless Global Ltd,E100001016652,legal entity,52990098IBKXPOR56653,5060042246,BHS,CHE,,Jindal Stainless Global Ltd -> JSL Overseas Ltd [unknown %] -> Jindal Stainless Ltd [11.01%] -> DUBURI STEEL PLANT [100.0%],78827,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,6.61,Virtuous Tradecorp Pvt Ltd -> Jindal Stainless Ltd [6.61%] -> DUBURI STEEL PLANT [100.0%],,Jindal Stainless Ltd,E100000120686,,,450602,DUBURI STEEL PLANT,power,electricity-generation
Risee Infinity Pvt Ltd,E100001001127,legal entity,335800VQDHTMKEK8NL27,5080515333,IND,IND,18.45,Risee Infinity Pvt Ltd -> Reliance Infrastructure Ltd [18.45%] -> Dahanu power station [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,25450312,Dahanu power station,power,electricity-generation
VFSI Holdings Pte Ltd,E100001001128,legal entity,5493008HQHKIW5DMSL27,5068925309,SGP,SGP,6.91,VFSI Holdings Pte Ltd -> Reliance Infrastructure Ltd [6.91%] -> Dahanu power station [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,25450312,Dahanu power station,power,electricity-generation
Reliance Infrastructure Ltd,E100000001937,legal entity,3358004TN6DP229EDA32,4295873629,IND,IND,100.0,Reliance Infrastructure Ltd -> Dahanu power station [100.0%],,Reliance Infrastructure Ltd,E100000001937,,,25450312,Dahanu power station,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,41.53,natural person(s)  -> BMM Ispat Ltd [41.53%] -> Danapuram BMM power station [100.0%],,BMM Ispat Ltd,E100001000460,,,25454416,Danapuram BMM power station,power,electricity-generation
JSW Projects Ltd,E100001011472,legal entity,335800NAFMC3VTWCKM04,5035158115,IND,IND,58.47,JSW Projects Ltd -> BMM Ispat Ltd [58.47%] -> Danapuram BMM power station [100.0%],,BMM Ispat Ltd,E100001000460,,,25454416,Danapuram BMM power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.9,small shareholder(s)  -> NTPC Ltd [48.9%] -> Darlipali power station [100.0%],,NTPC Ltd,E100000001926,,,25454678,Darlipali power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,100.0,NTPC Ltd -> Darlipali power station [100.0%],,NTPC Ltd,E100000001926,,,25454678,Darlipali power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,51.1,Government of India  -> NTPC Ltd [51.1%] -> Darlipali power station [100.0%],,NTPC Ltd,E100000001926,,,25454678,Darlipali power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,6.52,Government of India  -> Life Insurance Corporation of India Ltd [96.5%] -> DCM Shriram Ltd [6.76%] -> Daurala Sugar Works power station [100.0%],11195,DCM Shriram Ltd,E100000120295,,,4405122,Daurala Sugar Works power station,power,electricity-generation
Sumant Investments Pvt Ltd,E100001011022,legal entity,not found,5035491393,IND,IND,63.03,Sumant Investments Pvt Ltd -> DCM Shriram Ltd [63.03%] -> Daurala Sugar Works power station [100.0%],,DCM Shriram Ltd,E100000120295,,,4405122,Daurala Sugar Works power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,6.76,Life Insurance Corporation of India Ltd -> DCM Shriram Ltd [6.76%] -> Daurala Sugar Works power station [100.0%],,DCM Shriram Ltd,E100000120295,,,4405122,Daurala Sugar Works power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,30.21,small shareholder(s)  -> DCM Shriram Ltd [30.21%] -> Daurala Sugar Works power station [100.0%],,DCM Shriram Ltd,E100000120295,,,4405122,Daurala Sugar Works power station,power,electricity-generation
DCM Shriram Ltd,E100000120295,legal entity,335800SU1CJ59TE5RJ45,4295872842,IND,IND,100.0,DCM Shriram Ltd -> Daurala Sugar Works power station [100.0%],,DCM Shriram Ltd,E100000120295,,,4405122,Daurala Sugar Works power station,power,electricity-generation
State of Haryana ,E100001010831,state,,5000008391,,IND,100.0,State of Haryana  -> Haryana Power Generation Co Ltd [100.0%] -> Deenbandhu Chhotu Ram Thermal Power Plant [100.0%],,Haryana Power Generation Co Ltd,E100001000913,,,25450637,Deenbandhu Chhotu Ram Thermal Power Plant,power,electricity-generation
Haryana Power Generation Co Ltd,E100001000913,legal entity,335800FR66DVELQE3K44,4297640987,IND,IND,100.0,Haryana Power Generation Co Ltd -> Deenbandhu Chhotu Ram Thermal Power Plant [100.0%],,Haryana Power Generation Co Ltd,E100001000913,,,25450637,Deenbandhu Chhotu Ram Thermal Power Plant,power,electricity-generation
CESC Ltd,E100001000736,legal entity,3358009RW8LFOENISG12,4295873239,IND,IND,100.0,CESC Ltd -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],,Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,2.44,Government of India  -> State Bank of India  [56.92%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],"171031,114364,114365,7119",Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
State Bank of India ,E100001010783,legal entity,5493001JZ37UBBZF6L49,4295873809,IND,IND,4.28,State Bank of India  -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],"171031,7119",Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,0.38,Life Insurance Corporation of India Ltd -> State Bank of India  [8.83%] -> SBI Funds Management Ltd [62.21%] -> CESC Ltd [6.88%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],"171031,114364,114365,7119",Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,48.76,small shareholder(s)  -> CESC Ltd [48.76%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],7119,Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
SBI Funds Management Ltd,E100001010637,legal entity,335800ES69GBGRRH7193,5000002835,IND,IND,6.88,SBI Funds Management Ltd -> CESC Ltd [6.88%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],7119,Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
AMUNDI Asset Management SAS,E100001016749,legal entity,not found,5000068443,FRA,FRA,2.51,AMUNDI Asset Management SAS -> SBI Funds Management Ltd [36.54%] -> CESC Ltd [6.88%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],"171031,7119",Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
Rainbow Investments Ltd,E100001010635,legal entity,not found,5043331314,IND,IND,44.36,Rainbow Investments Ltd -> CESC Ltd [44.36%] -> Dhariwal Infrastructure Pvt Ltd [100.0%] -> Dhariwal power station [100.0%],7119,Dhariwal Infrastructure Pvt Ltd,E100000120327,,,25454430,Dhariwal power station,power,electricity-generation
OPJ Trading Pvt Ltd,E100001010036,legal entity,33580085MID9TDUZQY75,5043420644,IND,IND,18.47,OPJ Trading Pvt Ltd -> Jindal Steel & Power Ltd [18.47%] -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Virtuous Tradecorp Pvt Ltd [unknown %] -> Jindal Steel & Power Ltd [6.31%] -> Dongamahua Captive Power Plant [100.0%],185058,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,53.11,small shareholder(s)  -> Jindal Steel & Power Ltd [53.11%] -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
Opelina Sustainable Services Pvt Ltd,E100001010328,legal entity,335800H6I9ARSZKEWE61,5082461015,IND,IND,14.42,Opelina Sustainable Services Pvt Ltd -> Jindal Steel & Power Ltd [14.42%] -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
Siddeshwari Tradex Pvt Ltd,E100001010037,legal entity,335800FGO8OPSHX7FC78,5055414139,IND,IND,7.69,Siddeshwari Tradex Pvt Ltd -> Jindal Steel & Power Ltd [7.69%] -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
Virtuous Tradecorp Pvt Ltd,E100001001119,legal entity,9845001AD2BDJ6090537,5043428784,IND,IND,6.31,Virtuous Tradecorp Pvt Ltd -> Jindal Steel & Power Ltd [6.31%] -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
Jindal Steel & Power Ltd,E100001000439,legal entity,335800UIKQBF6QO2NP15,4295874065,IND,IND,100.0,Jindal Steel & Power Ltd -> Dongamahua Captive Power Plant [100.0%],,Jindal Steel & Power Ltd,E100001000439,,,25454926,Dongamahua Captive Power Plant,power,electricity-generation
Andhra Pradesh Power Generation Corp Ltd,E100001000827,legal entity,335800LSWDF22DC18Q05,5000004469,IND,IND,100.0,Andhra Pradesh Power Generation Corp Ltd -> Andhra Pradesh Power Development Co Ltd [100.0%] -> Dr. Narla Tata Rao Thermal power station [100.0%],,Andhra Pradesh Power Development Co Ltd,E100001000826,,,25450213,Dr. Narla Tata Rao Thermal power station,power,electricity-generation
State of Andhra Pradesh (India) ,E100001010088,state,not found,5000002431,,IND,100.0,State of Andhra Pradesh (India)  -> Andhra Pradesh Power Generation Corp Ltd [100.0%] -> Andhra Pradesh Power Development Co Ltd [100.0%] -> Dr. Narla Tata Rao Thermal power station [100.0%],"5878,5879",Andhra Pradesh Power Development Co Ltd,E100001000826,,,25450213,Dr. Narla Tata Rao Thermal power station,power,electricity-generation
State of Chhattisgarh ,E100001010798,state,,5000008134,,IND,100.0,State of Chhattisgarh  -> Chhattisgarh State Power Generation Co Ltd [100.0%] -> Dr. Shyama Prasad Mukherjee Thermal Power Station [100.0%],,Chhattisgarh State Power Generation Co Ltd,E100000120231,,,25455224,Dr. Shyama Prasad Mukherjee Thermal Power Station,power,electricity-generation
Chhattisgarh State Power Generation Co Ltd,E100000120231,legal entity,335800DLDG9GWJEO6L12,5063329512,IND,IND,100.0,Chhattisgarh State Power Generation Co Ltd -> Dr. Shyama Prasad Mukherjee Thermal Power Station [100.0%],,Chhattisgarh State Power Generation Co Ltd,E100000120231,,,25455224,Dr. Shyama Prasad Mukherjee Thermal Power Station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,100.0,Government of India  -> Damodar Valley Corp [100.0%] -> Durgapur DVC power station [100.0%],,Damodar Valley Corp,E100000120315,,,447756,Durgapur DVC power station,power,electricity-generation
Damodar Valley Corp,E100000120315,legal entity,335800G8WLTTM3STJE42,5000007420,IND,IND,100.0,Damodar Valley Corp -> Durgapur DVC power station [100.0%],,Damodar Valley Corp,E100000120315,,,447756,Durgapur DVC power station,power,electricity-generation
The Durgapur Projects Ltd,E100000120349,legal entity,3358007G7F3XHCJSLB41,5000612985,IND,IND,100.0,The Durgapur Projects Ltd -> Durgapur Projects Limited power station [100.0%],,The Durgapur Projects Ltd,E100000120349,,,25452487,Durgapur Projects Limited power station,power,electricity-generation
State of West Bengal ,E100001000513,state,,4298501920,,IND,100.0,State of West Bengal  -> The Durgapur Projects Ltd [100.0%] -> Durgapur Projects Limited power station [100.0%],,The Durgapur Projects Ltd,E100000120349,,,25452487,Durgapur Projects Limited power station,power,electricity-generation
Steel Authority of India Ltd,E100001000703,legal entity,335800ZJXMF183ZCQI90,4295872623,IND,IND,50.0,Steel Authority of India Ltd -> NTPC-SAIL Power Co Ltd [50.0%] -> Durgapur SAIL power station [100.0%],,NTPC-SAIL Power Co Ltd,E100000120890,,,25454474,Durgapur SAIL power station,power,electricity-generation
NTPC Ltd,E100000001926,legal entity,335800Q4TRGJXNLVMB81,4295874173,IND,IND,50.0,NTPC Ltd -> NTPC-SAIL Power Co Ltd [50.0%] -> Durgapur SAIL power station [100.0%],,NTPC-SAIL Power Co Ltd,E100000120890,,,25454474,Durgapur SAIL power station,power,electricity-generation
Life Insurance Corporation of India Ltd,E100001000520,legal entity,21380068NOA8WMH89Z35,4298477512,IND,IND,4.5,Life Insurance Corporation of India Ltd -> Steel Authority of India Ltd [9.0%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Durgapur SAIL power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454474,Durgapur SAIL power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,25.55,Government of India  -> NTPC Ltd [51.1%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Durgapur SAIL power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454474,Durgapur SAIL power station,power,electricity-generation
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,24.45,small shareholder(s)  -> NTPC Ltd [48.9%] -> NTPC-SAIL Power Co Ltd [50.0%] -> Durgapur SAIL power station [100.0%],"6080,6070",NTPC-SAIL Power Co Ltd,E100000120890,,,25454474,Durgapur SAIL power station,power,electricity-generation
Government of India ,E100001000397,state,,5000055448,,IND,100.0,Government of India  -> Damodar Valley Corp [100.0%] -> Durgapur Steel City Andal power station [100.0%],,Damodar Valley Corp,E100000120315,,,25453274,Durgapur Steel City Andal power station,power,electricity-generation
Damodar Valley Corp,E100000120315,legal entity,335800G8WLTTM3STJE42,5000007420,IND,IND,100.0,Damodar Valley Corp -> Durgapur Steel City Andal power station [100.0%],,Damodar Valley Corp,E100000120315,,,25453274,Durgapur Steel City Andal power station,power,electricity-generation
Andhra Paper Ltd,E100001000640,legal entity,335800GLBLCVJJDARG50,4295873237,IND,IND,100.0,Andhra Paper Ltd -> EAST GODAVARI MILL [100.0%],,Andhra Paper Ltd,E100001000640,,,450511,EAST GODAVARI MILL,power,electricity-generation
